"Display Name","Publisher","crypto","dns","fs","http","os","path","tls","dgram","zlib","cluster","process"
"Git Merger","Shahar Kazaz","False","False","True","True","True","False","False","False","False","False","True"
"Pygame Snippets","Taiwo Kareem","False","False","False","False","False","False","False","False","False","False","False"
"Rocketseat React Native","Rocketseat","False","False","False","False","False","False","False","False","False","False","False"
"SCSS Everywhere","Gencer W. Genç","True","False","True","True","True","True","False","False","False","False","True"
"Easy Sass","Wojciech Sura","True","False","True","True","True","True","False","False","False","False","True"
"Essential ASP.NET Core 3 Snippets","Will �哥","False","False","True","False","True","True","False","False","False","False","False"
"JSON","Meezilla","False","False","False","False","False","False","False","False","False","False","False"
"Less IntelliSense","mrmlnc","False","False","True","False","True","True","False","False","False","False","True"
"[Deprecated] Node Debug (legacy)","Microsoft","True","False","True","True","True","True","False","False","False","True","True"
"Relative Path","jakob101","False","False","True","False","True","True","False","False","False","False","False"
"Flutter Tree","Marcelo Velasquez","False","False","False","False","True","False","False","False","False","False","False"
"Copy Relative Path","alexdima","False","False","False","False","True","True","False","False","False","False","False"
"Bazel","The Bazel Team","True","False","True","True","True","True","False","False","False","False","True"
"styled-jsx","niceSprite","False","False","False","False","False","False","False","False","False","False","False"
"Coverage Gutters","ryanluker","False","False","True","True","True","True","False","False","False","False","False"
"Monokai Dark Soda","Adam Caviness","False","False","False","False","False","False","False","False","False","False","False"
"SQL Beautify","clarkyu","False","False","False","False","True","False","False","False","False","False","False"
"C/C++ Project Generator","danielpinto8zz6","False","False","False","False","False","False","False","False","False","False","False"
"Flat UI","Kaiyuan Liu","False","False","False","False","False","False","False","False","False","False","False"
"jQuery Snippets","Hridoy","False","False","False","False","False","False","False","False","False","False","False"
"TypeScript Toolbox","DSKWRK","False","False","True","False","True","True","False","False","False","False","True"
"CloudFormation","aws-scripting-guy","False","False","False","False","False","False","False","False","False","False","False"
"Gitpod Remote","Gitpod","True","True","True","True","True","True","True","False","True","True","True"
"Firebase","toba","False","False","False","True","True","True","False","False","False","False","False"
"Auto Comment Blocks","kky","False","False","True","False","True","False","False","False","False","False","False"
"Inline SQL","qufiwefefwoyn","False","False","False","False","True","False","False","False","False","False","False"
"Zip File Explorer","slevesque","False","False","True","False","False","True","False","False","False","False","False"
"stylelint-plus","Hex","False","False","True","True","True","True","False","False","False","False","True"
"ShaderlabVSCode(Free)","AMLOVEY","False","False","False","False","False","False","False","False","False","False","False"
"Dash","Budi Irawan","False","False","False","False","True","True","False","False","False","False","True"
"Open PHP/HTML/JS In Browser","PrimaFuture","False","False","False","False","False","False","False","False","False","False","False"
"Github Light Theme","Hyzeta","False","False","False","False","False","False","False","False","False","False","False"
"Paste and Indent","g3rry","False","False","True","False","False","True","False","False","False","False","False"
"dark-plus-syntax","dunstontc","False","False","True","True","True","True","False","False","False","False","True"
"Markdown Shortcuts","mdickin","False","False","False","True","True","True","False","False","False","False","False"
"2077 theme","Endormi","False","False","False","False","True","False","False","False","False","False","True"
"refactorix","Christian Oetterli","False","False","True","False","True","False","False","False","False","False","True"
"vscode-spotify","shyykoserhiy","False","False","True","True","True","True","False","False","False","False","True"
"HTML5 extension pack","walkme","False","False","False","False","False","False","False","False","False","False","False"
"Material Product Icons","Philipp Kief","False","False","True","False","True","True","False","False","False","False","False"
"Vuter","yoyo930021","False","False","True","True","True","True","False","False","False","False","True"
"arrr","obenjiro","False","False","True","False","True","True","False","False","False","False","False"
"Bootstrap 5 & Font Awesome Snippets","HansUXdev","False","False","False","False","False","False","False","False","False","False","False"
"Terraform Autocomplete","erd0s","False","False","False","False","True","False","False","False","False","False","False"
"Pascal Formatter","Alessandro Fragnani","False","False","True","True","True","True","False","False","False","False","True"
"TortoiseSVN","fantasytyx","False","False","True","True","True","True","False","False","False","False","True"
"Markdown yaml Preamble","Matt Bierner","False","False","False","False","False","False","False","False","False","False","False"
"Go Test Explorer","Prem Parihar","False","False","False","False","False","False","False","False","False","False","False"
"Vue","Rahul Kadyan","False","False","True","True","True","True","False","False","False","False","True"
"Bluloco Dark Theme","Umut Topuzoğlu","False","False","False","False","False","False","False","False","False","False","False"
"Prettier+","Benas Svipas","False","False","True","False","True","True","False","False","False","False","True"
"Graphviz (dot) language support for Visual Studio Code","João Pinto","False","False","True","True","True","True","False","False","False","False","False"
"PHP Debug","Robert Lu","False","False","True","True","True","True","False","False","False","False","True"
"view-in-browser","Koppt Ho","False","False","False","False","False","False","False","False","False","False","False"
"Open","sandcastle","False","False","False","False","True","False","False","False","False","False","False"
"Python Type Hint","njqdev","False","False","False","True","True","True","False","False","False","False","False"
"JavaScript Atom Grammar","Microsoft","False","False","False","False","False","False","False","False","False","False","False"
"Activitus Bar","Gruntfuggly","False","False","True","False","True","True","False","False","False","False","True"
"Robot Framework Intellisense","Tomi Turtiainen","False","False","True","True","True","True","False","False","False","False","True"
"Save Typing","Michel Betancourt","False","False","False","False","False","False","False","False","False","False","False"
"Dobri Next - Themes and Icons","dobbbri","False","False","False","False","False","False","False","False","False","False","False"
"nginx.conf","shanoor","False","False","False","False","False","False","False","False","False","False","False"
"Fullstack React/React Native snippets","Walter Ribeiro","False","False","False","False","False","False","False","False","False","False","False"
"City Lights theme","Yummygum","False","False","False","False","False","False","False","False","False","False","False"
"eCSStractor for VSCode","diz","False","False","False","False","True","False","False","False","False","False","True"
"i18n Ally","Lokalise","False","False","True","True","True","True","False","False","False","False","True"
"Azure Developer CLI","Microsoft","True","False","True","True","True","True","False","False","False","False","True"
"ASP.NET Core Switcher","Adrian Wilczyński","False","False","True","False","True","True","False","False","False","False","False"
"DeviceTree","Pietro Lorefice","False","False","False","False","False","False","False","False","False","False","False"
"Angular UI Bootstrap Snippets","HerrHerrmann","False","False","False","False","False","False","False","False","False","False","False"
"Angular Extension Pack","Will �哥","False","False","False","False","False","False","False","False","False","False","False"
"Azure IoT Edge","Microsoft","False","True","True","True","True","True","True","False","False","False","True"
"CS50 Lab","CS50","False","False","True","True","True","True","False","False","False","False","True"
"erb","Craig Maslowski","False","False","False","False","False","False","False","False","False","False","False"
"TOML Language Support","be5invis","False","False","True","False","True","True","False","False","False","False","False"
"React/Redux/react-router Snippets","discountry","False","False","False","False","False","False","False","False","False","False","False"
"wechat-snippet","ChandZhang","False","False","False","False","False","False","False","False","False","False","False"
"CSV to Table","Andrew Armstrong","False","False","False","False","True","True","False","False","False","False","True"
"GlassIt-VSC","hikarin522","False","False","False","False","False","True","False","False","False","False","True"
"Go Doc","Minhaz Ahmed Syrus","False","False","True","False","True","True","False","False","False","False","True"
"Emoji","Perkovec","False","False","False","False","False","False","False","False","False","False","False"
"PHP Symbols","lin yang","False","False","False","False","False","False","False","False","False","False","False"
"VSCode Neovim","Alexey Svetliakov","False","False","True","True","True","True","False","False","False","False","True"
"Json Editor","Nick DeMayo","False","False","True","True","True","True","False","False","False","False","True"
"Compare Folders","MoshFeu","False","False","True","True","True","True","False","False","False","False","True"
"HTML SCSS Support","P-de-Jong","False","False","True","False","True","True","False","False","False","False","False"
"Headwind","Ryan Heybourn","False","False","True","False","True","False","False","False","False","False","True"
"NativeScript","NativeScript","False","False","False","False","False","False","False","False","False","False","False"
"code-groovy","Marlon Franca","False","False","False","False","True","False","False","False","False","False","False"
"Cyberpunk","Max","False","False","False","False","False","False","False","False","False","False","False"
"Pretty Formatter","mblode","False","False","False","False","True","False","False","False","False","False","False"
"Shell","Baptist BENOIST","False","False","True","False","True","True","False","False","False","False","True"
"Prettier-Standard - JavaScript formatter","numso","False","False","True","False","True","True","False","False","False","False","False"
"nginx-formatter","Simon Schneider","False","False","False","False","False","False","False","False","False","False","False"
"C# Tools for Godot","Ignacio Roldán Etcheverry","False","False","True","True","True","True","False","False","False","False","True"
"Flutter Intl","Localizely","False","False","False","False","False","False","False","False","False","False","False"
"Java Properties","ithildir","False","False","False","False","False","False","False","False","False","False","False"
"Deepdark Material Theme","Nimda","False","False","False","False","False","False","False","False","False","False","False"
"Vagrant","Baptist BENOIST","False","False","True","False","True","True","False","False","False","False","True"
"Docker Linter","Henrik Sjööh","False","False","False","False","True","True","False","False","False","False","True"
"GitHub Markdown Preview","Matt Bierner","False","False","False","False","False","False","False","False","False","False","False"
"Codelf","unbug","False","False","True","True","True","False","False","False","False","False","False"
"Run on Save","emeraldwalk","False","False","True","False","True","True","False","False","False","False","True"
"gettext","MrOrz","False","False","False","False","True","True","False","False","False","False","False"
"Pyright","ms-pyright","True","False","True","True","True","True","False","False","False","False","True"
"WordPress Snippet","TungVN","False","False","False","False","False","False","False","False","False","False","False"
"ionic 2 Commands with Snippets","Thavarajan","False","False","False","False","False","False","False","False","False","False","False"
"vscode-lua","trixnz","False","False","True","True","True","True","False","False","False","False","True"
"Kubernetes Support","ipedrazas","False","False","False","False","False","True","False","False","False","False","False"
"LanguageTool for Visual Studio Code","Adam Voss","False","False","True","False","True","True","False","False","False","False","True"
